Year,Canton,Age Group,Net Migration
2016,Basel-Stadt,60-69,-149
2016,Basel-Stadt,70-79,-46
2016,Basel-Stadt,80-89,-1
2016,Basel-Stadt,90-99,-6
2016,Basel-Stadt,100-109,0
2016,Bern / Berne,0-9,932
2016,Bern / Berne,10-19,1195
2016,Bern / Berne,20-29,3214
2016,Bern / Berne,30-39,1739
2016,Bern / Berne,40-49,779
2016,Bern / Berne,50-59,99
2016,Bern / Berne,60-69,-255
2016,Bern / Berne,70-79,-15
2016,Bern / Berne,80-89,-6
2016,Bern / Berne,90-99,2
2016,Bern / Berne,100-109,0
2016,Fribourg / Freiburg,0-9,314
2016,Fribourg / Freiburg,10-19,378
2016,Fribourg / Freiburg,20-29,646
2016,Fribourg / Freiburg,30-39,529
2016,Fribourg / Freiburg,40-49,193
2016,Fribourg / Freiburg,50-59,-34
2016,Fribourg / Freiburg,60-69,-117
2016,Fribourg / Freiburg,70-79,-13
2016,Fribourg / Freiburg,80-89,2
2016,Fribourg / Freiburg,90-99,1
2016,Fribourg / Freiburg,100-109,0
2016,Genève,0-9,572
2016,Genève,10-19,922
2016,Genève,20-29,2549
2016,Genève,30-39,1657
2016,Genève,40-49,474
2016,Genève,50-59,13
2016,Genève,60-69,-769
2016,Genève,70-79,-158
2016,Genève,80-89,-45
2016,Genève,90-99,-15
2016,Genève,100-109,0
2016,Glarus,0-9,25
2016,Glarus,10-19,60
2016,Glarus,20-29,136
2016,Glarus,30-39,52
2016,Glarus,40-49,24
2016,Glarus,50-59,-15
2016,Glarus,60-69,-27
2016,Glarus,70-79,2
2016,Glarus,80-89,0
2016,Glarus,90-99,0
2016,Glarus,100-109,0
2016,Graubünden / Grigioni / Grischun,0-9,102
2016,Graubünden / Grigioni / Grischun,10-19,267
2016,Graubünden / Grigioni / Grischun,20-29,685
2016,Graubünden / Grigioni / Grischun,30-39,379
2016,Graubünden / Grigioni / Grischun,40-49,275
2016,Graubünden / Grigioni / Grischun,50-59,59
2016,Graubünden / Grigioni / Grischun,60-69,-86
2016,Graubünden / Grigioni / Grischun,70-79,-3
2016,Graubünden / Grigioni / Grischun,80-89,-7
2016,Graubünden / Grigioni / Grischun,90-99,-1
2016,Graubünden / Grigioni / Grischun,100-109,-1
2016,Jura,0-9,37
2016,Jura,10-19,70
2016,Jura,20-29,150
2016,Jura,30-39,86
2016,Jura,40-49,5
2016,Jura,50-59,-54
2016,Jura,60-69,-41
2016,Jura,70-79,-26
2016,Jura,80-89,-23
2016,Jura,90-99,-8
2016,Jura,100-109,-2
2016,Luzern,0-9,341
2016,Luzern,10-19,687
2016,Luzern,20-29,1500
2016,Luzern,30-39,806
2016,Luzern,40-49,246
2016,Luzern,50-59,-27
2016,Luzern,60-69,-144
2016,Luzern,70-79,-20
2016,Luzern,80-89,-9
2016,Luzern,90-99,-5
2016,Luzern,100-109,0
2016,Neuchâtel,0-9,117
2016,Neuchâtel,10-19,247
2016,Neuchâtel,20-29,476
2016,Neuchâtel,30-39,368
2016,Neuchâtel,40-49,144
2016,Neuchâtel,50-59,-34
2016,Neuchâtel,60-69,-84
2016,Neuchâtel,70-79,-17
2016,Neuchâtel,80-89,-3
2016,Neuchâtel,90-99,-5
2016,Neuchâtel,100-109,0
2016,Nidwalden,0-9,17
2016,Nidwalden,10-19,49
2016,Nidwalden,20-29,100
2016,Nidwalden,30-39,19
2016,Nidwalden,40-49,27
2016,Nidwalden,50-59,10
2016,Nidwalden,60-69,-22
2016,Nidwalden,70-79,-1
2016,Nidwalden,80-89,0
2016,Nidwalden,90-99,-2
2016,Nidwalden,100-109,0
2016,Obwalden,0-9,14
2016,Obwalden,10-19,16
2016,Obwalden,20-29,137
2016,Obwalden,30-39,59
2016,Obwalden,40-49,24
2016,Obwalden,50-59,1
2016,Obwalden,60-69,-12
2016,Obwalden,70-79,-1
2016,Obwalden,80-89,0
2016,Obwalden,90-99,-1
2016,Obwalden,100-109,0
2016,Schaffhausen,0-9,100
2016,Schaffhausen,10-19,141
2016,Schaffhausen,20-29,334
2016,Schaffhausen,30-39,204
2016,Schaffhausen,40-49,83
2016,Schaffhausen,50-59,7
2016,Schaffhausen,60-69,-68
2016,Schaffhausen,70-79,-14
2016,Schaffhausen,80-89,-3
2016,Schaffhausen,90-99,0
2016,Schaffhausen,100-109,0
2016,Schwyz,0-9,86
2016,Schwyz,10-19,151
2016,Schwyz,20-29,425
2016,Schwyz,30-39,237
2016,Schwyz,40-49,89
2016,Schwyz,50-59,9
2016,Schwyz,60-69,-66
2016,Schwyz,70-79,-9
2016,Schwyz,80-89,1
2016,Schwyz,90-99,-2
2016,Schwyz,100-109,0
2016,Solothurn,0-9,300
2016,Solothurn,10-19,358
2016,Solothurn,20-29,967
2016,Solothurn,30-39,497
2016,Solothurn,40-49,235
2016,Solothurn,50-59,-24
2016,Solothurn,60-69,-75
2016,Solothurn,70-79,-5
2016,Solothurn,80-89,-5
2016,Solothurn,90-99,1
2016,Solothurn,100-109,0
2016,St. Gallen,0-9,379
2016,St. Gallen,10-19,740
2016,St. Gallen,20-29,1774
2016,St. Gallen,30-39,842
2016,St. Gallen,40-49,334
2016,St. Gallen,50-59,-45
2016,St. Gallen,60-69,-227
2016,St. Gallen,70-79,-38
2016,St. Gallen,80-89,-13
2016,St. Gallen,90-99,-4
2016,St. Gallen,100-109,0
2016,Thurgau,0-9,144
2016,Thurgau,10-19,284
2016,Thurgau,20-29,869
2016,Thurgau,30-39,495
2016,Thurgau,40-49,178
2016,Thurgau,50-59,-18
2016,Thurgau,60-69,-163
2016,Thurgau,70-79,-15
2016,Thurgau,80-89,-9
2016,Thurgau,90-99,-1
2016,Thurgau,100-109,0
2016,Ticino,0-9,407
2016,Ticino,10-19,607
2016,Ticino,20-29,860
2016,Ticino,30-39,856
2016,Ticino,40-49,523
2016,Ticino,50-59,151
2016,Ticino,60-69,-119
2016,Ticino,70-79,-43
2016,Ticino,80-89,-12
2016,Ticino,90-99,0
2016,Ticino,100-109,0
2016,Uri,0-9,23
2016,Uri,10-19,37
2016,Uri,20-29,122
2016,Uri,30-39,65
2016,Uri,40-49,22
2016,Uri,50-59,-8
2016,Uri,60-69,0
2016,Uri,70-79,-6
2016,Uri,80-89,-2
2016,Uri,90-99,0
2016,Uri,100-109,0
2016,Valais / Wallis,0-9,370
2016,Valais / Wallis,10-19,734
2016,Valais / Wallis,20-29,486
2016,Valais / Wallis,30-39,644
2016,Valais / Wallis,40-49,329
2016,Valais / Wallis,50-59,69
2016,Valais / Wallis,60-69,-196
2016,Valais / Wallis,70-79,-38
2016,Valais / Wallis,80-89,-6
2016,Valais / Wallis,90-99,-3
2016,Valais / Wallis,100-109,-1
2016,Vaud,0-9,1086
2016,Vaud,10-19,2511
2016,Vaud,20-29,2852
2016,Vaud,30-39,2098
2016,Vaud,40-49,1015
2016,Vaud,50-59,-70
2016,Vaud,60-69,-519
2016,Vaud,70-79,-71
2016,Vaud,80-89,-3
2016,Vaud,90-99,-4
2016,Vaud,100-109,1
2016,Zug,0-9,142
2016,Zug,10-19,136
2016,Zug,20-29,321
2016,Zug,30-39,350
2016,Zug,40-49,163
2016,Zug,50-59,-27
2016,Zug,60-69,-59
2016,Zug,70-79,1
2016,Zug,80-89,-8
2016,Zug,90-99,-3
2016,Zug,100-109,0
2016,Zürich,0-9,1171
2016,Zürich,10-19,2012
2016,Zürich,20-29,7144
2016,Zürich,30-39,3883
2016,Zürich,40-49,1356
2016,Zürich,50-59,-21
2016,Zürich,60-69,-779
2016,Zürich,70-79,-85
2016,Zürich,80-89,-40
2016,Zürich,90-99,-7
2016,Zürich,100-109,-2
2017,Aargau,0-9,391
2017,Aargau,10-19,547
2017,Aargau,20-29,1541
2017,Aargau,30-39,958
2017,Aargau,40-49,436
2017,Aargau,50-59,-3
2017,Aargau,60-69,-366
2017,Aargau,70-79,-41
2017,Aargau,80-89,-21
2017,Aargau,90-99,-7
2017,Aargau,100-109,0
2017,Appenzell Ausserrhoden,0-9,22
2017,Appenzell Ausserrhoden,10-19,11
2017,Appenzell Ausserrhoden,20-29,61
2017,Appenzell Ausserrhoden,30-39,35
2017,Appenzell Ausserrhoden,40-49,18
2017,Appenzell Ausserrhoden,50-59,-4
2017,Appenzell Ausserrhoden,60-69,-40
2017,Appenzell Ausserrhoden,70-79,-15
2017,Appenzell Ausserrhoden,80-89,-1
2017,Appenzell Ausserrhoden,90-99,0
2017,Appenzell Ausserrhoden,100-109,0
2017,Appenzell Innerrhoden,0-9,4
2017,Appenzell Innerrhoden,10-19,4
2017,Appenzell Innerrhoden,20-29,16
2017,Appenzell Innerrhoden,30-39,21
2017,Appenzell Innerrhoden,40-49,17
2017,Appenzell Innerrhoden,50-59,7
2017,Appenzell Innerrhoden,60-69,-2
2017,Appenzell Innerrhoden,70-79,-1
2017,Appenzell Innerrhoden,80-89,1
2017,Appenzell Innerrhoden,90-99,0
2017,Appenzell Innerrhoden,100-109,0
2017,Basel-Landschaft,0-9,79
2017,Basel-Landschaft,10-19,106
2017,Basel-Landschaft,20-29,295
2017,Basel-Landschaft,30-39,273
2017,Basel-Landschaft,40-49,127
2017,Basel-Landschaft,50-59,-27
2017,Basel-Landschaft,60-69,-191
2017,Basel-Landschaft,70-79,-33
2017,Basel-Landschaft,80-89,-16
2017,Basel-Landschaft,90-99,-4
2017,Basel-Landschaft,100-109,0
2017,Basel-Stadt,0-9,110
2017,Basel-Stadt,10-19,192
2017,Basel-Stadt,20-29,1098
2017,Basel-Stadt,30-39,787
2017,Basel-Stadt,40-49,280
2017,Basel-Stadt,50-59,-2
2017,Basel-Stadt,60-69,-223
2017,Basel-Stadt,70-79,-53
2017,Basel-Stadt,80-89,-15
2017,Basel-Stadt,90-99,-7
2017,Basel-Stadt,100-109,0
2017,Bern / Berne,0-9,516
2017,Bern / Berne,10-19,690
2017,Bern / Berne,20-29,1857
2017,Bern / Berne,30-39,1029
2017,Bern / Berne,40-49,521
2017,Bern / Berne,50-59,-14
2017,Bern / Berne,60-69,-454
2017,Bern / Berne,70-79,-42
2017,Bern / Berne,80-89,-5
2017,Bern / Berne,90-99,4
2017,Bern / Berne,100-109,0
2017,Fribourg / Freiburg,0-9,50
2017,Fribourg / Freiburg,10-19,210
2017,Fribourg / Freiburg,20-29,489
2017,Fribourg / Freiburg,30-39,274
2017,Fribourg / Freiburg,40-49,31
2017,Fribourg / Freiburg,50-59,-110
2017,Fribourg / Freiburg,60-69,-196
2017,Fribourg / Freiburg,70-79,-21
2017,Fribourg / Freiburg,80-89,-12
2017,Fribourg / Freiburg,90-99,0
2017,Fribourg / Freiburg,100-109,0
2017,Genève,0-9,548
2017,Genève,10-19,896
2017,Genève,20-29,2694
2017,Genève,30-39,1965
2017,Genève,40-49,1042
2017,Genève,50-59,3
2017,Genève,60-69,-851
2017,Genève,70-79,-284
2017,Genève,80-89,-79
2017,Genève,90-99,-24
2017,Genève,100-109,0
2017,Glarus,0-9,34
2017,Glarus,10-19,42
2017,Glarus,20-29,104
2017,Glarus,30-39,65
2017,Glarus,40-49,37
2017,Glarus,50-59,-2
2017,Glarus,60-69,-39
2017,Glarus,70-79,-4
2017,Glarus,80-89,-2
2017,Glarus,90-99,0
2017,Glarus,100-109,0
2017,Graubünden / Grigioni / Grischun,0-9,61
2017,Graubünden / Grigioni / Grischun,10-19,175
2017,Graubünden / Grigioni / Grischun,20-29,491
2017,Graubünden / Grigioni / Grischun,30-39,326
2017,Graubünden / Grigioni / Grischun,40-49,157
2017,Graubünden / Grigioni / Grischun,50-59,-4
2017,Graubünden / Grigioni / Grischun,60-69,-119
2017,Graubünden / Grigioni / Grischun,70-79,-13
2017,Graubünden / Grigioni / Grischun,80-89,-17
2017,Graubünden / Grigioni / Grischun,90-99,-1
2017,Graubünden / Grigioni / Grischun,100-109,-1
2017,Jura,0-9,27
2017,Jura,10-19,46
2017,Jura,20-29,68
2017,Jura,30-39,62
2017,Jura,40-49,41
2017,Jura,50-59,-16
2017,Jura,60-69,-30
2017,Jura,70-79,-6
2017,Jura,80-89,-5
2017,Jura,90-99,-1
2017,Jura,100-109,0
2017,Luzern,0-9,175
2017,Luzern,10-19,418
2017,Luzern,20-29,733
2017,Luzern,30-39,441
2017,Luzern,40-49,225
2017,Luzern,50-59,-56
2017,Luzern,60-69,-236
2017,Luzern,70-79,-18
2017,Luzern,80-89,-4
2017,Luzern,90-99,-2
2017,Luzern,100-109,0
2017,Neuchâtel,0-9,89
2017,Neuchâtel,10-19,235
2017,Neuchâtel,20-29,301
2017,Neuchâtel,30-39,219
2017,Neuchâtel,40-49,31
2017,Neuchâtel,50-59,-150
2017,Neuchâtel,60-69,-254
2017,Neuchâtel,70-79,-44
2017,Neuchâtel,80-89,-22
2017,Neuchâtel,90-99,1
2017,Neuchâtel,100-109,0
2017,Nidwalden,0-9,13
2017,Nidwalden,10-19,21
2017,Nidwalden,20-29,81
2017,Nidwalden,30-39,48
2017,Nidwalden,40-49,43
2017,Nidwalden,50-59,5
2017,Nidwalden,60-69,-12
2017,Nidwalden,70-79,-1
2017,Nidwalden,80-89,-2
2017,Nidwalden,90-99,-1
2017,Nidwalden,100-109,0
2017,Obwalden,0-9,14
2017,Obwalden,10-19,10
2017,Obwalden,20-29,76
2017,Obwalden,30-39,37
2017,Obwalden,40-49,33
2017,Obwalden,50-59,-4
2017,Obwalden,60-69,-20
2017,Obwalden,70-79,-2
2017,Obwalden,80-89,-2
2017,Obwalden,90-99,-1
2017,Obwalden,100-109,0
2017,Schaffhausen,0-9,43
2017,Schaffhausen,10-19,107
2017,Schaffhausen,20-29,186
2017,Schaffhausen,30-39,125
2017,Schaffhausen,40-49,72
2017,Schaffhausen,50-59,6
2017,Schaffhausen,60-69,-53
2017,Schaffhausen,70-79,0
2017,Schaffhausen,80-89,-6
2017,Schaffhausen,90-99,0
2017,Schaffhausen,100-109,0
2017,Schwyz,0-9,67
2017,Schwyz,10-19,86
2017,Schwyz,20-29,321
2017,Schwyz,30-39,281
2017,Schwyz,40-49,128
2017,Schwyz,50-59,-53
2017,Schwyz,60-69,-87
2017,Schwyz,70-79,-10
2017,Schwyz,80-89,-3
2017,Schwyz,90-99,-1
2017,Schwyz,100-109,0
2017,Solothurn,0-9,223
2017,Solothurn,10-19,240
2017,Solothurn,20-29,578
2017,Solothurn,30-39,478
2017,Solothurn,40-49,231
2017,Solothurn,50-59,63
2017,Solothurn,60-69,-82
2017,Solothurn,70-79,-15
2017,Solothurn,80-89,0
2017,Solothurn,90-99,-3
2017,Solothurn,100-109,0
2017,St. Gallen,0-9,263
2017,St. Gallen,10-19,483
2017,St. Gallen,20-29,1250
2017,St. Gallen,30-39,757
2017,St. Gallen,40-49,244
2017,St. Gallen,50-59,-54
2017,St. Gallen,60-69,-322
2017,St. Gallen,70-79,-48
2017,St. Gallen,80-89,-8
2017,St. Gallen,90-99,-3
2017,St. Gallen,100-109,0
2017,Thurgau,0-9,91
2017,Thurgau,10-19,134
2017,Thurgau,20-29,713
2017,Thurgau,30-39,319
2017,Thurgau,40-49,163
2017,Thurgau,50-59,-10
2017,Thurgau,60-69,-137
2017,Thurgau,70-79,4
2017,Thurgau,80-89,-14
2017,Thurgau,90-99,-5
2017,Thurgau,100-109,0
2017,Ticino,0-9,214
2017,Ticino,10-19,583
2017,Ticino,20-29,178
2017,Ticino,30-39,174
2017,Ticino,40-49,61
2017,Ticino,50-59,-213
2017,Ticino,60-69,-355
2017,Ticino,70-79,-95
2017,Ticino,80-89,-24
2017,Ticino,90-99,-11
2017,Ticino,100-109,-1
2017,Uri,0-9,14
2017,Uri,10-19,39
2017,Uri,20-29,67
2017,Uri,30-39,51
2017,Uri,40-49,32
2017,Uri,50-59,2
2017,Uri,60-69,-13
2017,Uri,70-79,-1
2017,Uri,80-89,-2
2017,Uri,90-99,0
2017,Uri,100-109,0
2017,Valais / Wallis,0-9,186
2017,Valais / Wallis,10-19,577
2017,Valais / Wallis,20-29,150
2017,Valais / Wallis,30-39,399
2017,Valais / Wallis,40-49,223
2017,Valais / Wallis,50-59,11
2017,Valais / Wallis,60-69,-277
2017,Valais / Wallis,70-79,-72
2017,Valais / Wallis,80-89,-26
2017,Valais / Wallis,90-99,-10
2017,Valais / Wallis,100-109,0
2017,Vaud,0-9,984
2017,Vaud,10-19,2199
2017,Vaud,20-29,1814
2017,Vaud,30-39,1966
2017,Vaud,40-49,837
2017,Vaud,50-59,-314
2017,Vaud,60-69,-1038
2017,Vaud,70-79,-182
2017,Vaud,80-89,-50
2017,Vaud,90-99,4
2017,Vaud,100-109,-2
2017,Zug,0-9,194
2017,Zug,10-19,56
2017,Zug,20-29,283
2017,Zug,30-39,350
2017,Zug,40-49,149
2017,Zug,50-59,-51
2017,Zug,60-69,-116
2017,Zug,70-79,-19
2017,Zug,80-89,-1
2017,Zug,90-99,-1
2017,Zug,100-109,0
2017,Zürich,0-9,709
2017,Zürich,10-19,1039
2017,Zürich,20-29,5910
2017,Zürich,30-39,3528
2017,Zürich,40-49,781
2017,Zürich,50-59,-306
2017,Zürich,60-69,-1064
2017,Zürich,70-79,-159
2017,Zürich,80-89,-58
2017,Zürich,90-99,-20
2017,Zürich,100-109,0
2018,Aargau,0-9,371
2018,Aargau,10-19,479
2018,Aargau,20-29,1625
2018,Aargau,30-39,956
2018,Aargau,40-49,544
2018,Aargau,50-59,-4
2018,Aargau,60-69,-430
2018,Aargau,70-79,-80
2018,Aargau,80-89,-23
2018,Aargau,90-99,-3
2018,Aargau,100-109,0
2018,Appenzell Ausserrhoden,0-9,22
2018,Appenzell Ausserrhoden,10-19,15
2018,Appenzell Ausserrhoden,20-29,65
2018,Appenzell Ausserrhoden,30-39,41
2018,Appenzell Ausserrhoden,40-49,31
2018,Appenzell Ausserrhoden,50-59,12
2018,Appenzell Ausserrhoden,60-69,-56
2018,Appenzell Ausserrhoden,70-79,-7
2018,Appenzell Ausserrhoden,80-89,0
2018,Appenzell Ausserrhoden,90-99,0
2018,Appenzell Ausserrhoden,100-109,0
2018,Appenzell Innerrhoden,0-9,6
2018,Appenzell Innerrhoden,10-19,8
2018,Appenzell Innerrhoden,20-29,20
2018,Appenzell Innerrhoden,30-39,19
2018,Appenzell Innerrhoden,40-49,4
2018,Appenzell Innerrhoden,50-59,8
2018,Appenzell Innerrhoden,60-69,-3
2018,Appenzell Innerrhoden,70-79,0
2018,Appenzell Innerrhoden,80-89,-1
2018,Appenzell Innerrhoden,90-99,0
2018,Appenzell Innerrhoden,100-109,0
2018,Basel-Landschaft,0-9,110
2018,Basel-Landschaft,10-19,74
2018,Basel-Landschaft,20-29,333
2018,Basel-Landschaft,30-39,303
2018,Basel-Landschaft,40-49,41
2018,Basel-Landschaft,50-59,-61
2018,Basel-Landschaft,60-69,-132
2018,Basel-Landschaft,70-79,-30
2018,Basel-Landschaft,80-89,-9
2018,Basel-Landschaft,90-99,-3
2018,Basel-Landschaft,100-109,0
2018,Basel-Stadt,0-9,233
2018,Basel-Stadt,10-19,268
2018,Basel-Stadt,20-29,1127
2018,Basel-Stadt,30-39,766
2018,Basel-Stadt,40-49,270
2018,Basel-Stadt,50-59,-5
2018,Basel-Stadt,60-69,-201
2018,Basel-Stadt,70-79,-29
2018,Basel-Stadt,80-89,-8
2018,Basel-Stadt,90-99,-1
2018,Basel-Stadt,100-109,0
2018,Bern / Berne,0-9,570
2018,Bern / Berne,10-19,459
2018,Bern / Berne,20-29,1392
2018,Bern / Berne,30-39,1024
2018,Bern / Berne,40-49,506
2018,Bern / Berne,50-59,26
2018,Bern / Berne,60-69,-484
2018,Bern / Berne,70-79,-68
2018,Bern / Berne,80-89,-23
2018,Bern / Berne,90-99,1
2018,Bern / Berne,100-109,0
2018,Fribourg / Freiburg,0-9,132
2018,Fribourg / Freiburg,10-19,198
2018,Fribourg / Freiburg,20-29,275
2018,Fribourg / Freiburg,30-39,249
2018,Fribourg / Freiburg,40-49,136
2018,Fribourg / Freiburg,50-59,-108
2018,Fribourg / Freiburg,60-69,-257
2018,Fribourg / Freiburg,70-79,-15
2018,Fribourg / Freiburg,80-89,-3
2018,Fribourg / Freiburg,90-99,-6
2018,Fribourg / Freiburg,100-109,-1
2018,Genève,0-9,705
2018,Genève,10-19,712
2018,Genève,20-29,2268
2018,Genève,30-39,1866
2018,Genève,40-49,737
2018,Genève,50-59,-204
2018,Genève,60-69,-871
2018,Genève,70-79,-202
2018,Genève,80-89,-46
2018,Genève,90-99,-12
2018,Genève,100-109,0
2018,Glarus,0-9,12
2018,Glarus,10-19,23
2018,Glarus,20-29,63
2018,Glarus,30-39,35
2018,Glarus,40-49,6
2018,Glarus,50-59,-1
2018,Glarus,60-69,-37
2018,Glarus,70-79,-5
2018,Glarus,80-89,0
2018,Glarus,90-99,1
2018,Glarus,100-109,0
2018,Graubünden / Grigioni / Grischun,0-9,35
2018,Graubünden / Grigioni / Grischun,10-19,93
2018,Graubünden / Grigioni / Grischun,20-29,426
2018,Graubünden / Grigioni / Grischun,30-39,265
2018,Graubünden / Grigioni / Grischun,40-49,128
2018,Graubünden / Grigioni / Grischun,50-59,-36
2018,Graubünden / Grigioni / Grischun,60-69,-155
2018,Graubünden / Grigioni / Grischun,70-79,-20
2018,Graubünden / Grigioni / Grischun,80-89,-4
2018,Graubünden / Grigioni / Grischun,90-99,-1
2018,Graubünden / Grigioni / Grischun,100-109,0
2018,Jura,0-9,56
2018,Jura,10-19,44
2018,Jura,20-29,59
2018,Jura,30-39,67
2018,Jura,40-49,22
2018,Jura,50-59,-18
2018,Jura,60-69,-41
2018,Jura,70-79,-1
2018,Jura,80-89,-2
2018,Jura,90-99,-1
2018,Jura,100-109,0
2018,Luzern,0-9,208
2018,Luzern,10-19,511
2018,Luzern,20-29,699
2018,Luzern,30-39,520
2018,Luzern,40-49,238
2018,Luzern,50-59,-75
2018,Luzern,60-69,-282
2018,Luzern,70-79,-41
2018,Luzern,80-89,1
2018,Luzern,90-99,-2
2018,Luzern,100-109,0
2018,Neuchâtel,0-9,21
2018,Neuchâtel,10-19,61
2018,Neuchâtel,20-29,291
2018,Neuchâtel,30-39,222
2018,Neuchâtel,40-49,44
2018,Neuchâtel,50-59,-95
2018,Neuchâtel,60-69,-253
2018,Neuchâtel,70-79,-41
2018,Neuchâtel,80-89,-5
2018,Neuchâtel,90-99,-1
2018,Neuchâtel,100-109,0
2018,Nidwalden,0-9,9
2018,Nidwalden,10-19,16
2018,Nidwalden,20-29,92
2018,Nidwalden,30-39,50
2018,Nidwalden,40-49,24
2018,Nidwalden,50-59,-15
2018,Nidwalden,60-69,-39
2018,Nidwalden,70-79,-2
2018,Nidwalden,80-89,-5
2018,Nidwalden,90-99,1
2018,Nidwalden,100-109,0
2018,Obwalden,0-9,16
2018,Obwalden,10-19,15
2018,Obwalden,20-29,64
2018,Obwalden,30-39,37
2018,Obwalden,40-49,23
2018,Obwalden,50-59,-6
2018,Obwalden,60-69,-15
2018,Obwalden,70-79,3
2018,Obwalden,80-89,0
2018,Obwalden,90-99,0
2018,Obwalden,100-109,0
2018,Schaffhausen,0-9,23
2018,Schaffhausen,10-19,55
2018,Schaffhausen,20-29,247
2018,Schaffhausen,30-39,143
2018,Schaffhausen,40-49,84
2018,Schaffhausen,50-59,-11
2018,Schaffhausen,60-69,-70
2018,Schaffhausen,70-79,0
2018,Schaffhausen,80-89,-3
2018,Schaffhausen,90-99,1
2018,Schaffhausen,100-109,0
2018,Schwyz,0-9,82
2018,Schwyz,10-19,94
2018,Schwyz,20-29,250
2018,Schwyz,30-39,306
2018,Schwyz,40-49,99
2018,Schwyz,50-59,51
2018,Schwyz,60-69,-89
2018,Schwyz,70-79,-13
2018,Schwyz,80-89,7
2018,Schwyz,90-99,0
2018,Schwyz,100-109,0
2018,Solothurn,0-9,154
2018,Solothurn,10-19,129
2018,Solothurn,20-29,514
2018,Solothurn,30-39,369
2018,Solothurn,40-49,222
2018,Solothurn,50-59,-33
2018,Solothurn,60-69,-180
2018,Solothurn,70-79,-34
2018,Solothurn,80-89,-5
2018,Solothurn,90-99,-2
2018,Solothurn,100-109,0
2018,St. Gallen,0-9,175
2018,St. Gallen,10-19,444
2018,St. Gallen,20-29,1193
2018,St. Gallen,30-39,703
2018,St. Gallen,40-49,359
2018,St. Gallen,50-59,-88
2018,St. Gallen,60-69,-330
2018,St. Gallen,70-79,-67
2018,St. Gallen,80-89,-5
2018,St. Gallen,90-99,0
2018,St. Gallen,100-109,0
2018,Thurgau,0-9,84
2018,Thurgau,10-19,177
2018,Thurgau,20-29,679
2018,Thurgau,30-39,379
2018,Thurgau,40-49,177
2018,Thurgau,50-59,-46
2018,Thurgau,60-69,-168
2018,Thurgau,70-79,-46
2018,Thurgau,80-89,0
2018,Thurgau,90-99,-1
2018,Thurgau,100-109,0
2018,Ticino,0-9,291
