Year,Canton,Age Group,Net Migration
2021,Graubünden / Grigioni / Grischun,30-39,459
2021,Graubünden / Grigioni / Grischun,40-49,274
2021,Graubünden / Grigioni / Grischun,50-59,99
2021,Graubünden / Grigioni / Grischun,60-69,-189
2021,Graubünden / Grigioni / Grischun,70-79,-15
2021,Graubünden / Grigioni / Grischun,80-89,4
2021,Graubünden / Grigioni / Grischun,90-99,-5
2021,Graubünden / Grigioni / Grischun,100-109,0
2021,Jura,0-9,35
2021,Jura,10-19,41
2021,Jura,20-29,80
2021,Jura,30-39,37
2021,Jura,40-49,27
2021,Jura,50-59,-20
2021,Jura,60-69,-40
2021,Jura,70-79,0
2021,Jura,80-89,0
2021,Jura,90-99,-2
2021,Jura,100-109,0
2021,Luzern,0-9,201
2021,Luzern,10-19,342
2021,Luzern,20-29,759
2021,Luzern,30-39,619
2021,Luzern,40-49,228
2021,Luzern,50-59,9
2021,Luzern,60-69,-189
2021,Luzern,70-79,-12
2021,Luzern,80-89,-2
2021,Luzern,90-99,-1
2021,Luzern,100-109,0
2021,Neuchâtel,0-9,56
2021,Neuchâtel,10-19,185
2021,Neuchâtel,20-29,565
2021,Neuchâtel,30-39,346
2021,Neuchâtel,40-49,92
2021,Neuchâtel,50-59,-78
2021,Neuchâtel,60-69,-211
2021,Neuchâtel,70-79,-15
2021,Neuchâtel,80-89,0
2021,Neuchâtel,90-99,0
2021,Neuchâtel,100-109,0
2021,Nidwalden,0-9,0
2021,Nidwalden,10-19,15
2021,Nidwalden,20-29,91
2021,Nidwalden,30-39,103
2021,Nidwalden,40-49,40
2021,Nidwalden,50-59,20
2021,Nidwalden,60-69,-19
2021,Nidwalden,70-79,-3
2021,Nidwalden,80-89,5
2021,Nidwalden,90-99,-2
2021,Nidwalden,100-109,0
2021,Obwalden,0-9,5
2021,Obwalden,10-19,4
2021,Obwalden,20-29,116
2021,Obwalden,30-39,82
2021,Obwalden,40-49,3
2021,Obwalden,50-59,21
2021,Obwalden,60-69,-27
2021,Obwalden,70-79,-3
2021,Obwalden,80-89,0
2021,Obwalden,90-99,-1
2021,Obwalden,100-109,0
2021,Schaffhausen,0-9,100
2021,Schaffhausen,10-19,80
2021,Schaffhausen,20-29,202
2021,Schaffhausen,30-39,176
2021,Schaffhausen,40-49,89
2021,Schaffhausen,50-59,-8
2021,Schaffhausen,60-69,-52
2021,Schaffhausen,70-79,0
2021,Schaffhausen,80-89,-2
2021,Schaffhausen,90-99,1
2021,Schaffhausen,100-109,0
2021,Schwyz,0-9,51
2021,Schwyz,10-19,68
2021,Schwyz,20-29,301
2021,Schwyz,30-39,237
2021,Schwyz,40-49,64
2021,Schwyz,50-59,17
2021,Schwyz,60-69,-127
2021,Schwyz,70-79,-25
2021,Schwyz,80-89,-6
2021,Schwyz,90-99,1
2021,Schwyz,100-109,0
2021,Solothurn,0-9,167
2021,Solothurn,10-19,165
2021,Solothurn,20-29,576
2021,Solothurn,30-39,386
2021,Solothurn,40-49,228
2021,Solothurn,50-59,57
2021,Solothurn,60-69,-156
2021,Solothurn,70-79,-8
2021,Solothurn,80-89,-5
2021,Solothurn,90-99,-4
2021,Solothurn,100-109,0
2021,St. Gallen,0-9,252
2021,St. Gallen,10-19,481
2021,St. Gallen,20-29,1485
2021,St. Gallen,30-39,994
2021,St. Gallen,40-49,436
2021,St. Gallen,50-59,8
2021,St. Gallen,60-69,-333
2021,St. Gallen,70-79,-41
2021,St. Gallen,80-89,-10
2021,St. Gallen,90-99,-1
2021,St. Gallen,100-109,1
2021,Thurgau,0-9,107
2021,Thurgau,10-19,177
2021,Thurgau,20-29,751
2021,Thurgau,30-39,518
2021,Thurgau,40-49,247
2021,Thurgau,50-59,-11
2021,Thurgau,60-69,-223
2021,Thurgau,70-79,-14
2021,Thurgau,80-89,1
2021,Thurgau,90-99,-3
2021,Thurgau,100-109,0
2021,Ticino,0-9,298
2021,Ticino,10-19,423
2021,Ticino,20-29,666
2021,Ticino,30-39,571
2021,Ticino,40-49,296
2021,Ticino,50-59,-26
2021,Ticino,60-69,-276
2021,Ticino,70-79,-57
2021,Ticino,80-89,2
2021,Ticino,90-99,-3
2021,Ticino,100-109,0
2021,Uri,0-9,15
2021,Uri,10-19,16
2021,Uri,20-29,83
2021,Uri,30-39,79
2021,Uri,40-49,41
2021,Uri,50-59,20
2021,Uri,60-69,-19
2021,Uri,70-79,5
2021,Uri,80-89,3
2021,Uri,90-99,0
2021,Uri,100-109,0
2021,Valais / Wallis,0-9,208
2021,Valais / Wallis,10-19,465
2021,Valais / Wallis,20-29,764
2021,Valais / Wallis,30-39,1113
2021,Valais / Wallis,40-49,419
2021,Valais / Wallis,50-59,106
2021,Valais / Wallis,60-69,-343
2021,Valais / Wallis,70-79,-67
2021,Valais / Wallis,80-89,-22
2021,Valais / Wallis,90-99,-1
2021,Valais / Wallis,100-109,0
2021,Vaud,0-9,754
2021,Vaud,10-19,2271
2021,Vaud,20-29,2238
2021,Vaud,30-39,1520
2021,Vaud,40-49,734
2021,Vaud,50-59,-263
2021,Vaud,60-69,-990
2021,Vaud,70-79,-76
2021,Vaud,80-89,5
2021,Vaud,90-99,-7
2021,Vaud,100-109,-2
2021,Zug,0-9,91
2021,Zug,10-19,55
2021,Zug,20-29,308
2021,Zug,30-39,431
2021,Zug,40-49,184
2021,Zug,50-59,9
2021,Zug,60-69,-154
2021,Zug,70-79,-21
2021,Zug,80-89,1
2021,Zug,90-99,-3
2021,Zug,100-109,0
2021,Zürich,0-9,564
2021,Zürich,10-19,1179
2021,Zürich,20-29,6809
2021,Zürich,30-39,4035
2021,Zürich,40-49,1103
2021,Zürich,50-59,-223
2021,Zürich,60-69,-1103
2021,Zürich,70-79,-138
2021,Zürich,80-89,-32
2021,Zürich,90-99,-9
2021,Zürich,100-109,-2
2022,Aargau,0-9,521
2022,Aargau,10-19,569
2022,Aargau,20-29,1791
2022,Aargau,30-39,1220
2022,Aargau,40-49,632
2022,Aargau,50-59,-70
2022,Aargau,60-69,-482
2022,Aargau,70-79,-23
2022,Aargau,80-89,-10
2022,Aargau,90-99,3
2022,Aargau,100-109,-1
2022,Appenzell Ausserrhoden,0-9,10
2022,Appenzell Ausserrhoden,10-19,32
2022,Appenzell Ausserrhoden,20-29,135
2022,Appenzell Ausserrhoden,30-39,61
2022,Appenzell Ausserrhoden,40-49,46
2022,Appenzell Ausserrhoden,50-59,19
2022,Appenzell Ausserrhoden,60-69,-39
2022,Appenzell Ausserrhoden,70-79,-6
2022,Appenzell Ausserrhoden,80-89,3
2022,Appenzell Ausserrhoden,90-99,-1
2022,Appenzell Ausserrhoden,100-109,0
2022,Appenzell Innerrhoden,0-9,3
2022,Appenzell Innerrhoden,10-19,-2
2022,Appenzell Innerrhoden,20-29,19
2022,Appenzell Innerrhoden,30-39,33
2022,Appenzell Innerrhoden,40-49,-5
2022,Appenzell Innerrhoden,50-59,8
2022,Appenzell Innerrhoden,60-69,-10
2022,Appenzell Innerrhoden,70-79,-1
2022,Appenzell Innerrhoden,80-89,0
2022,Appenzell Innerrhoden,90-99,1
2022,Appenzell Innerrhoden,100-109,0
2022,Basel-Landschaft,0-9,185
2022,Basel-Landschaft,10-19,99
2022,Basel-Landschaft,20-29,401
2022,Basel-Landschaft,30-39,375
2022,Basel-Landschaft,40-49,181
2022,Basel-Landschaft,50-59,-27
2022,Basel-Landschaft,60-69,-202
2022,Basel-Landschaft,70-79,-44
2022,Basel-Landschaft,80-89,-1
2022,Basel-Landschaft,90-99,-5
2022,Basel-Landschaft,100-109,-1
2022,Basel-Stadt,0-9,241
2022,Basel-Stadt,10-19,233
2022,Basel-Stadt,20-29,1315
2022,Basel-Stadt,30-39,1058
2022,Basel-Stadt,40-49,241
2022,Basel-Stadt,50-59,-30
2022,Basel-Stadt,60-69,-249
2022,Basel-Stadt,70-79,-48
2022,Basel-Stadt,80-89,-21
2022,Basel-Stadt,90-99,-9
2022,Basel-Stadt,100-109,0
2022,Bern / Berne,0-9,467
2022,Bern / Berne,10-19,576
2022,Bern / Berne,20-29,2402
2022,Bern / Berne,30-39,1602
2022,Bern / Berne,40-49,796
2022,Bern / Berne,50-59,92
2022,Bern / Berne,60-69,-665
2022,Bern / Berne,70-79,-33
2022,Bern / Berne,80-89,9
2022,Bern / Berne,90-99,-12
2022,Bern / Berne,100-109,0
2022,Fribourg / Freiburg,0-9,245
2022,Fribourg / Freiburg,10-19,225
2022,Fribourg / Freiburg,20-29,786
2022,Fribourg / Freiburg,30-39,591
2022,Fribourg / Freiburg,40-49,247
2022,Fribourg / Freiburg,50-59,-101
2022,Fribourg / Freiburg,60-69,-336
2022,Fribourg / Freiburg,70-79,-31
2022,Fribourg / Freiburg,80-89,-9
2022,Fribourg / Freiburg,90-99,-2
2022,Fribourg / Freiburg,100-109,0
2022,Genève,0-9,736
2022,Genève,10-19,1177
2022,Genève,20-29,2822
2022,Genève,30-39,2361
2022,Genève,40-49,1257
2022,Genève,50-59,209
2022,Genève,60-69,-874
2022,Genève,70-79,-110
2022,Genève,80-89,-91
2022,Genève,90-99,-64
2022,Genève,100-109,-1
2022,Glarus,0-9,34
2022,Glarus,10-19,29
2022,Glarus,20-29,115
2022,Glarus,30-39,45
2022,Glarus,40-49,48
2022,Glarus,50-59,10
2022,Glarus,60-69,-40
2022,Glarus,70-79,-1
2022,Glarus,80-89,2
2022,Glarus,90-99,0
2022,Glarus,100-109,0
2022,Graubünden / Grigioni / Grischun,0-9,92
2022,Graubünden / Grigioni / Grischun,10-19,190
2022,Graubünden / Grigioni / Grischun,20-29,644
2022,Graubünden / Grigioni / Grischun,30-39,510
2022,Graubünden / Grigioni / Grischun,40-49,337
2022,Graubünden / Grigioni / Grischun,50-59,116
2022,Graubünden / Grigioni / Grischun,60-69,-153
2022,Graubünden / Grigioni / Grischun,70-79,-25
2022,Graubünden / Grigioni / Grischun,80-89,-10
2022,Graubünden / Grigioni / Grischun,90-99,-8
2022,Graubünden / Grigioni / Grischun,100-109,0
2022,Jura,0-9,35
2022,Jura,10-19,40
2022,Jura,20-29,79
2022,Jura,30-39,90
2022,Jura,40-49,16
2022,Jura,50-59,10
2022,Jura,60-69,-65
2022,Jura,70-79,-11
2022,Jura,80-89,-7
2022,Jura,90-99,-1
2022,Jura,100-109,0
2022,Luzern,0-9,271
2022,Luzern,10-19,404
2022,Luzern,20-29,1101
2022,Luzern,30-39,865
2022,Luzern,40-49,422
2022,Luzern,50-59,64
2022,Luzern,60-69,-247
2022,Luzern,70-79,-22
2022,Luzern,80-89,2
2022,Luzern,90-99,-4
2022,Luzern,100-109,0
2022,Neuchâtel,0-9,144
2022,Neuchâtel,10-19,202
2022,Neuchâtel,20-29,674
2022,Neuchâtel,30-39,417
2022,Neuchâtel,40-49,148
2022,Neuchâtel,50-59,-28
2022,Neuchâtel,60-69,-240
2022,Neuchâtel,70-79,-19
2022,Neuchâtel,80-89,-9
2022,Neuchâtel,90-99,-5
2022,Neuchâtel,100-109,0
2022,Nidwalden,0-9,29
2022,Nidwalden,10-19,26
2022,Nidwalden,20-29,157
2022,Nidwalden,30-39,107
2022,Nidwalden,40-49,69
2022,Nidwalden,50-59,24
2022,Nidwalden,60-69,-16
2022,Nidwalden,70-79,-1
2022,Nidwalden,80-89,0
2022,Nidwalden,90-99,1
2022,Nidwalden,100-109,0
2022,Obwalden,0-9,42
2022,Obwalden,10-19,21
2022,Obwalden,20-29,128
2022,Obwalden,30-39,92
2022,Obwalden,40-49,59
2022,Obwalden,50-59,22
2022,Obwalden,60-69,-24
2022,Obwalden,70-79,-8
2022,Obwalden,80-89,0
2022,Obwalden,90-99,-1
2022,Obwalden,100-109,0
2022,Schaffhausen,0-9,101
2022,Schaffhausen,10-19,90
2022,Schaffhausen,20-29,308
2022,Schaffhausen,30-39,238
2022,Schaffhausen,40-49,146
2022,Schaffhausen,50-59,13
2022,Schaffhausen,60-69,-51
2022,Schaffhausen,70-79,1
2022,Schaffhausen,80-89,6
2022,Schaffhausen,90-99,-2
2022,Schaffhausen,100-109,0
2022,Schwyz,0-9,80
2022,Schwyz,10-19,104
2022,Schwyz,20-29,364
2022,Schwyz,30-39,294
2022,Schwyz,40-49,156
2022,Schwyz,50-59,83
2022,Schwyz,60-69,-108
2022,Schwyz,70-79,-19
2022,Schwyz,80-89,17
2022,Schwyz,90-99,-3
2022,Schwyz,100-109,0
2022,Solothurn,0-9,193
2022,Solothurn,10-19,185
2022,Solothurn,20-29,601
2022,Solothurn,30-39,471
2022,Solothurn,40-49,212
2022,Solothurn,50-59,18
2022,Solothurn,60-69,-165
2022,Solothurn,70-79,-18
2022,Solothurn,80-89,-9
2022,Solothurn,90-99,-3
2022,Solothurn,100-109,0
2022,St. Gallen,0-9,443
2022,St. Gallen,10-19,615
2022,St. Gallen,20-29,2092
2022,St. Gallen,30-39,1567
2022,St. Gallen,40-49,821
2022,St. Gallen,50-59,152
2022,St. Gallen,60-69,-352
2022,St. Gallen,70-79,-33
2022,St. Gallen,80-89,-9
2022,St. Gallen,90-99,2
2022,St. Gallen,100-109,0
2022,Thurgau,0-9,233
2022,Thurgau,10-19,293
2022,Thurgau,20-29,1033
2022,Thurgau,30-39,698
2022,Thurgau,40-49,421
2022,Thurgau,50-59,47
2022,Thurgau,60-69,-186
2022,Thurgau,70-79,-2
2022,Thurgau,80-89,3
2022,Thurgau,90-99,2
2022,Thurgau,100-109,-1
2022,Ticino,0-9,344
2022,Ticino,10-19,608
2022,Ticino,20-29,847
2022,Ticino,30-39,774
2022,Ticino,40-49,368
2022,Ticino,50-59,181
2022,Ticino,60-69,-225
2022,Ticino,70-79,-66
2022,Ticino,80-89,-31
2022,Ticino,90-99,-4
2022,Ticino,100-109,0
2022,Uri,0-9,12
2022,Uri,10-19,34
2022,Uri,20-29,104
2022,Uri,30-39,52
2022,Uri,40-49,32
2022,Uri,50-59,34
2022,Uri,60-69,-12
2022,Uri,70-79,0
2022,Uri,80-89,-5
2022,Uri,90-99,0
2022,Uri,100-109,0
2022,Valais / Wallis,0-9,321
2022,Valais / Wallis,10-19,469
2022,Valais / Wallis,20-29,1097
2022,Valais / Wallis,30-39,1035
2022,Valais / Wallis,40-49,541
2022,Valais / Wallis,50-59,118
2022,Valais / Wallis,60-69,-400
2022,Valais / Wallis,70-79,-63
2022,Valais / Wallis,80-89,-23
2022,Valais / Wallis,90-99,-17
2022,Valais / Wallis,100-109,0
2022,Vaud,0-9,844
2022,Vaud,10-19,2180
2022,Vaud,20-29,2352
2022,Vaud,30-39,1947
2022,Vaud,40-49,914
2022,Vaud,50-59,-161
2022,Vaud,60-69,-1060
2022,Vaud,70-79,-85
2022,Vaud,80-89,-11
2022,Vaud,90-99,-14
2022,Vaud,100-109,-1
2022,Zug,0-9,200
2022,Zug,10-19,104
2022,Zug,20-29,286
2022,Zug,30-39,557
2022,Zug,40-49,256
2022,Zug,50-59,19
2022,Zug,60-69,-113
2022,Zug,70-79,-24
2022,Zug,80-89,-8
2022,Zug,90-99,-1
2022,Zug,100-109,0
2022,Zürich,0-9,873
2022,Zürich,10-19,1425
2022,Zürich,20-29,8059
2022,Zürich,30-39,5522
2022,Zürich,40-49,1836
2022,Zürich,50-59,67
2022,Zürich,60-69,-1208
2022,Zürich,70-79,-161
2022,Zürich,80-89,-35
2022,Zürich,90-99,-18
2022,Zürich,100-109,-1
2023,Aargau,0-9,1183
2023,Aargau,10-19,1622
2023,Aargau,20-29,3250
2023,Aargau,30-39,2825
2023,Aargau,40-49,1796
2023,Aargau,50-59,676
2023,Aargau,60-69,-224
2023,Aargau,70-79,87
2023,Aargau,80-89,37
2023,Aargau,90-99,-7
2023,Aargau,100-109,0
2023,Appenzell Ausserrhoden,0-9,110
2023,Appenzell Ausserrhoden,10-19,131
2023,Appenzell Ausserrhoden,20-29,177
2023,Appenzell Ausserrhoden,30-39,152
2023,Appenzell Ausserrhoden,40-49,79
2023,Appenzell Ausserrhoden,50-59,36
2023,Appenzell Ausserrhoden,60-69,7
2023,Appenzell Ausserrhoden,70-79,3
2023,Appenzell Ausserrhoden,80-89,4
2023,Appenzell Ausserrhoden,90-99,2
2023,Appenzell Ausserrhoden,100-109,0
2023,Appenzell Innerrhoden,0-9,23
2023,Appenzell Innerrhoden,10-19,39
2023,Appenzell Innerrhoden,20-29,40
2023,Appenzell Innerrhoden,30-39,30
2023,Appenzell Innerrhoden,40-49,27
2023,Appenzell Innerrhoden,50-59,14
2023,Appenzell Innerrhoden,60-69,-4
2023,Appenzell Innerrhoden,70-79,1
2023,Appenzell Innerrhoden,80-89,-1
2023,Appenzell Innerrhoden,90-99,0
2023,Appenzell Innerrhoden,100-109,0
2023,Basel-Landschaft,0-9,564
2023,Basel-Landschaft,10-19,685
2023,Basel-Landschaft,20-29,811
2023,Basel-Landschaft,30-39,987
2023,Basel-Landschaft,40-49,588
2023,Basel-Landschaft,50-59,250
2023,Basel-Landschaft,60-69,-1
2023,Basel-Landschaft,70-79,68
2023,Basel-Landschaft,80-89,21
2023,Basel-Landschaft,90-99,1
2023,Basel-Landschaft,100-109,0
2023,Basel-Stadt,0-9,483
2023,Basel-Stadt,10-19,763
2023,Basel-Stadt,20-29,1574
2023,Basel-Stadt,30-39,1372
2023,Basel-Stadt,40-49,569
2023,Basel-Stadt,50-59,156
2023,Basel-Stadt,60-69,-71
2023,Basel-Stadt,70-79,33
2023,Basel-Stadt,80-89,4
2023,Basel-Stadt,90-99,-1
2023,Basel-Stadt,100-109,0
2023,Bern / Berne,0-9,1484
2023,Bern / Berne,10-19,2314
2023,Bern / Berne,20-29,3697
2023,Bern / Berne,30-39,3126
2023,Bern / Berne,40-49,2027
2023,Bern / Berne,50-59,611
2023,Bern / Berne,60-69,-71
2023,Bern / Berne,70-79,234
2023,Bern / Berne,80-89,32
2023,Bern / Berne,90-99,-6
2023,Bern / Berne,100-109,-1
2023,Fribourg / Freiburg,0-9,569
2023,Fribourg / Freiburg,10-19,816
2023,Fribourg / Freiburg,20-29,1293
2023,Fribourg / Freiburg,30-39,985
2023,Fribourg / Freiburg,40-49,729
2023,Fribourg / Freiburg,50-59,115
2023,Fribourg / Freiburg,60-69,-201
2023,Fribourg / Freiburg,70-79,61
2023,Fribourg / Freiburg,80-89,9
2023,Fribourg / Freiburg,90-99,2
2023,Fribourg / Freiburg,100-109,0
2023,Genève,0-9,1404
2023,Genève,10-19,1986
2023,Genève,20-29,3563
2023,Genève,30-39,3425
2023,Genève,40-49,2093
2023,Genève,50-59,753
2023,Genève,60-69,-480
2023,Genève,70-79,97
2023,Genève,80-89,3
2023,Genève,90-99,-40
2023,Genève,100-109,1
2023,Glarus,0-9,62
2023,Glarus,10-19,84
2023,Glarus,20-29,170
2023,Glarus,30-39,121
2023,Glarus,40-49,99
2023,Glarus,50-59,25
2023,Glarus,60-69,-8
2023,Glarus,70-79,10
2023,Glarus,80-89,3
2023,Glarus,90-99,2
2023,Glarus,100-109,0
2023,Graubünden / Grigioni / Grischun,0-9,314
2023,Graubünden / Grigioni / Grischun,10-19,459
2023,Graubünden / Grigioni / Grischun,20-29,800
2023,Graubünden / Grigioni / Grischun,30-39,765
2023,Graubünden / Grigioni / Grischun,40-49,496
2023,Graubünden / Grigioni / Grischun,50-59,197
2023,Graubünden / Grigioni / Grischun,60-69,-74
2023,Graubünden / Grigioni / Grischun,70-79,14
2023,Graubünden / Grigioni / Grischun,80-89,-3
2023,Graubünden / Grigioni / Grischun,90-99,-3
2023,Graubünden / Grigioni / Grischun,100-109,0
2023,Jura,0-9,113
2023,Jura,10-19,174
2023,Jura,20-29,144
2023,Jura,30-39,176
2023,Jura,40-49,142
2023,Jura,50-59,29
2023,Jura,60-69,-12
2023,Jura,70-79,18
2023,Jura,80-89,2
2023,Jura,90-99,1
2023,Jura,100-109,0
2023,Luzern,0-9,564
2023,Luzern,10-19,939
2023,Luzern,20-29,1733
2023,Luzern,30-39,1527
2023,Luzern,40-49,984
2023,Luzern,50-59,384
2023,Luzern,60-69,-33
2023,Luzern,70-79,41
2023,Luzern,80-89,22
2023,Luzern,90-99,0
2023,Luzern,100-109,0
2023,Neuchâtel,0-9,299
2023,Neuchâtel,10-19,642
2023,Neuchâtel,20-29,881
2023,Neuchâtel,30-39,663
2023,Neuchâtel,40-49,375
2023,Neuchâtel,50-59,40
2023,Neuchâtel,60-69,-178
2023,Neuchâtel,70-79,35
2023,Neuchâtel,80-89,15
2023,Neuchâtel,90-99,0
2023,Neuchâtel,100-109,0
2023,Nidwalden,0-9,77
2023,Nidwalden,10-19,90
2023,Nidwalden,20-29,198
2023,Nidwalden,30-39,157
2023,Nidwalden,40-49,76
2023,Nidwalden,50-59,30
2023,Nidwalden,60-69,10
2023,Nidwalden,70-79,6
2023,Nidwalden,80-89,-1
2023,Nidwalden,90-99,0
2023,Nidwalden,100-109,0
2023,Obwalden,0-9,43
2023,Obwalden,10-19,131
2023,Obwalden,20-29,151
2023,Obwalden,30-39,136
2023,Obwalden,40-49,77
2023,Obwalden,50-59,21
2023,Obwalden,60-69,-20
2023,Obwalden,70-79,-2
2023,Obwalden,80-89,2
2023,Obwalden,90-99,-1
2023,Obwalden,100-109,0
2023,Schaffhausen,0-9,168
2023,Schaffhausen,10-19,199
2023,Schaffhausen,20-29,427
2023,Schaffhausen,30-39,405
2023,Schaffhausen,40-49,225
2023,Schaffhausen,50-59,97
2023,Schaffhausen,60-69,-26
2023,Schaffhausen,70-79,-7
2023,Schaffhausen,80-89,17
2023,Schaffhausen,90-99,1
2023,Schaffhausen,100-109,0
2023,Schwyz,0-9,227
2023,Schwyz,10-19,333
2023,Schwyz,20-29,483
2023,Schwyz,30-39,498
2023,Schwyz,40-49,301
2023,Schwyz,50-59,53
2023,Schwyz,60-69,-34
2023,Schwyz,70-79,32
2023,Schwyz,80-89,-1
2023,Schwyz,90-99,-1
2023,Schwyz,100-109,0
2023,Solothurn,0-9,430
2023,Solothurn,10-19,635
2023,Solothurn,20-29,954
2023,Solothurn,30-39,910
2023,Solothurn,40-49,598
2023,Solothurn,50-59,176
2023,Solothurn,60-69,-27
2023,Solothurn,70-79,36
2023,Solothurn,80-89,4
2023,Solothurn,90-99,3
2023,Solothurn,100-109,0
2023,St. Gallen,0-9,845
2023,St. Gallen,10-19,1314
2023,St. Gallen,20-29,2463
2023,St. Gallen,30-39,2007
2023,St. Gallen,40-49,1275
2023,St. Gallen,50-59,390
2023,St. Gallen,60-69,-103
2023,St. Gallen,70-79,71
2023,St. Gallen,80-89,21
2023,St. Gallen,90-99,0
2023,St. Gallen,100-109,2
2023,Thurgau,0-9,485
2023,Thurgau,10-19,744
2023,Thurgau,20-29,1276
2023,Thurgau,30-39,1035
2023,Thurgau,40-49,664
2023,Thurgau,50-59,205
2023,Thurgau,60-69,-107
2023,Thurgau,70-79,16
2023,Thurgau,80-89,17
2023,Thurgau,90-99,1
2023,Thurgau,100-109,0
2023,Ticino,0-9,659
2023,Ticino,10-19,1136
2023,Ticino,20-29,1147
2023,Ticino,30-39,1184
2023,Ticino,40-49,727
2023,Ticino,50-59,201
2023,Ticino,60-69,-210
2023,Ticino,70-79,42
2023,Ticino,80-89,-5
2023,Ticino,90-99,0
2023,Ticino,100-109,2
2023,Uri,0-9,48
2023,Uri,10-19,100
2023,Uri,20-29,122
2023,Uri,30-39,109
2023,Uri,40-49,100
2023,Uri,50-59,51
2023,Uri,60-69,-7
2023,Uri,70-79,13
2023,Uri,80-89,2
2023,Uri,90-99,-1
2023,Uri,100-109,0
2023,Valais / Wallis,0-9,790
2023,Valais / Wallis,10-19,1064
2023,Valais / Wallis,20-29,1989
2023,Valais / Wallis,30-39,2039
2023,Valais / Wallis,40-49,1235
2023,Valais / Wallis,50-59,539
2023,Valais / Wallis,60-69,-232
2023,Valais / Wallis,70-79,44
2023,Valais / Wallis,80-89,-28
2023,Valais / Wallis,90-99,-16
2023,Valais / Wallis,100-109,0
2023,Vaud,0-9,1731
2023,Vaud,10-19,3775
2023,Vaud,20-29,4408
2023,Vaud,30-39,3544
2023,Vaud,40-49,1889
2023,Vaud,50-59,330
2023,Vaud,60-69,-729
2023,Vaud,70-79,96
2023,Vaud,80-89,64
2023,Vaud,90-99,-11
2023,Vaud,100-109,-1
2023,Zug,0-9,198
2023,Zug,10-19,193
2023,Zug,20-29,387
2023,Zug,30-39,555
2023,Zug,40-49,236
2023,Zug,50-59,93
2023,Zug,60-69,-63
2023,Zug,70-79,39
2023,Zug,80-89,11
2023,Zug,90-99,0
2023,Zug,100-109,0
2023,Zürich,0-9,1993
2023,Zürich,10-19,3765
2023,Zürich,20-29,9216
2023,Zürich,30-39,6905
2023,Zürich,40-49,3553
2023,Zürich,50-59,969
2023,Zürich,60-69,-477
2023,Zürich,70-79,223
2023,Zürich,80-89,37
2023,Zürich,90-99,-12
2023,Zürich,100-109,-1
